Employment-Based,All_Chargeability_Except_Listed,INDIA,MEXICO,PHILIPPINES,CHINA-MAINLAND,DOMINICAN REPUBLIC,EL SALVADOR  GUATEMALA  HONDURAS,VIETNAM,time,Preference
Certain Religious Workers,U,U,U,U,U,U,U,U,2021-10-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-11-22,C,C,C,2021-10-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2021-10-01,E5
1st,C,C,C,C,C,C,C,C,2021-11-01,E1
2nd,C,2011-12-01,C,C,2018-11-15,C,C,C,2021-11-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2021-11-01,E3
Other Workers,C,2012-01-15,C,C,2010-03-01,C,C,C,2021-11-01,E3_U
4th,C,C,2020-04-01,C,C,C,2019-03-15,C,2021-11-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2019-03-15,C,2021-11-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,2015-11-22,C,C,C,2021-11-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2021-11-01,E5
1st,C,C,C,C,C,C,C,C,2021-12-01,E1
2nd,C,2012-05-01,C,C,2019-01-01,C,C,C,2021-12-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2021-12-01,E3
Other Workers,C,2012-01-15,C,C,2012-03-01,C,C,C,2021-12-01,E3_U
4th,C,C,2020-04-01,C,C,C,2019-03-15,C,2021-12-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2019-03-15,C,2021-12-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,C,C,2021-12-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2021-12-01,E5
1st,C,C,C,C,C,C,C,C,2022-01-01,E1
2nd,C,2012-07-08,C,C,2019-01-22,C,C,C,2022-01-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2022-01-01,E3
Other Workers,C,2012-01-15,C,C,2012-03-01,C,C,C,2022-01-01,E3_U
4th,C,C,2020-04-01,C,C,C,2019-03-15,C,2022-01-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2019-03-15,C,2022-01-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,C,C,2022-01-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2022-01-01,E5
1st,C,C,C,C,C,C,C,C,2022-02-01,E1
2nd,C,2013-01-01,C,C,2019-03-01,C,C,C,2022-02-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2022-02-01,E3
Other Workers,C,2012-01-15,C,C,2012-04-01,C,C,C,2022-02-01,E3_U
4th,C,C,2020-04-01,C,C,C,2019-03-15,C,2022-02-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2019-03-15,C,2022-02-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,C,C,2022-02-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2022-02-01,E5
1st,C,C,C,C,C,C,C,C,2022-03-01,E1
2nd,C,2013-05-01,C,C,2019-03-01,C,C,C,2022-03-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2022-03-01,E3
Other Workers,C,2012-01-15,C,C,2012-05-01,C,C,C,2022-03-01,E3_U
4th,C,C,2020-04-01,C,C,C,2017-05-01,C,2022-03-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2022-03-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,C,C,2022-03-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2022-03-01,E5
1st,C,C,C,C,C,C,C,C,2022-04-01,E1
2nd,C,2013-07-08,C,C,2019-03-01,C,C,C,2022-04-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2022-04-01,E3
Other Workers,C,2012-01-15,C,C,2012-06-01,C,C,C,2022-04-01,E3_U
4th,C,C,2020-04-01,C,C,C,2017-05-01,C,2022-04-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2022-04-01,E4_R
5th Non-Regional Center (C5 and T5),C,C,C,C,C,C,C,C,2022-04-01,E5
5th Regional Center (I5 and R5),U,U,U,U,U,U,U,U,2022-04-01,E5
1st,C,C,C,C,C,C,C,C,2022-05-01,E1
2nd,C,2013-09-01,C,C,2019-03-01,C,C,C,2022-05-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2022-05-01,E3
Other Workers,C,2012-01-15,C,C,2012-06-01,C,C,C,2022-05-01,E3_U
4th,C,C,2020-04-01,C,C,C,2017-05-01,C,2022-05-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2017-05-01,C,2022-05-01,E4_R
"5th Unreserved (C5, T5, and all others)",C,C,C,C,C,C,C,C,2022-05-01,E5
5th Unreserved (I5 and R5),C,C,C,C,2015-11-22,C,C,C,2022-05-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2022-05-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2022-05-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2022-05-01,E5
1st,C,C,C,C,C,C,C,C,2022-06-01,E1
2nd,C,2014-09-01,C,C,2019-03-01,C,C,C,2022-06-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2022-06-01,E3
Other Workers,2019-05-08,2012-01-15,2019-05-08,2019-05-08,2012-06-01,2019-05-08,2019-05-08,2019-05-08,2022-06-01,E3_U
4th,C,C,2020-04-01,C,C,C,2017-05-01,C,2022-06-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2017-05-01,C,2022-06-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,C,C,C,2015-11-22,C,C,C,2022-06-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2022-06-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2022-06-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2022-06-01,E5
1st,C,C,C,C,C,C,C,C,2022-07-01,E1
2nd,C,2014-12-01,C,C,2019-04-01,C,C,C,2022-07-01,E2
3rd,C,2012-01-15,C,C,2018-03-22,C,C,C,2022-07-01,E3
Other Workers,2019-05-08,2012-01-15,2019-05-08,2019-05-08,2012-06-01,2019-05-08,2019-05-08,2019-05-08,2022-07-01,E3_U
4th,C,C,2020-04-01,C,C,C,2017-11-08,C,2022-07-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2017-11-08,C,2022-07-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,C,C,C,2015-11-22,C,C,C,2022-07-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2022-07-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2022-07-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2022-07-01,E5
1st,C,C,C,C,C,C,C,C,2022-08-01,E1
2nd,C,2014-12-01,C,C,2019-04-01,C,C,C,2022-08-01,E2
3rd,C,2012-02-15,C,C,2018-04-22,C,C,C,2022-08-01,E3
Other Workers,2019-05-08,2012-02-15,2019-05-08,2019-05-08,2012-06-01,2019-05-08,2019-05-08,2019-05-08,2022-08-01,E3_U
4th,C,C,2020-04-01,C,C,C,2017-11-08,C,2022-08-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2017-11-08,C,2022-08-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,C,C,C,2015-11-22,C,C,C,2022-08-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2022-08-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2022-08-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2022-08-01,E5
1st,C,C,C,C,C,C,C,C,2022-09-01,E1
2nd,C,2014-12-01,C,C,2019-04-01,C,C,C,2022-09-01,E2
3rd,C,2012-02-15,C,C,2018-04-22,C,C,C,2022-09-01,E3
Other Workers,2019-05-08,2012-02-15,2019-05-08,2019-05-08,2012-06-01,2019-05-08,2019-05-08,2019-05-08,2022-09-01,E3_U
4th,C,C,2020-04-01,C,C,C,2017-11-08,C,2022-09-01,E4
Certain Religious Workers,C,C,2020-04-01,C,C,C,2017-11-08,C,2022-09-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,C,C,C,2015-12-22,C,C,C,2022-09-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2022-09-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2022-09-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2022-09-01,E5
1st,C,C,C,C,C,C,C,C,2022-10-01,E1
2nd,C,2012-04-01,C,C,2019-06-08,C,C,C,2022-10-01,E2
3rd,C,2012-04-01,C,C,2018-06-15,C,C,C,2022-10-01,E3
Other Workers,2020-06-01,2012-04-01,2020-06-01,2020-06-01,2012-09-01,2020-06-01,2020-06-01,2020-06-01,2022-10-01,E3_U
4th,C,C,2020-09-15,C,C,C,2018-03-15,C,2022-10-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2022-10-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2019-11-08,C,C,2015-03-22,C,C,C,2022-10-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2022-10-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2022-10-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2022-10-01,E5
1st,C,C,C,C,C,C,C,C,2022-11-01,E1
2nd,C,2012-04-01,C,C,2019-06-08,C,C,C,2022-11-01,E2
3rd,C,2012-04-01,C,C,2018-06-15,C,C,C,2022-11-01,E3
Other Workers,2020-06-01,2012-04-01,2020-06-01,2020-06-01,2012-12-01,2020-06-01,2020-06-01,2020-06-01,2022-11-01,E3_U
4th,C,C,2020-09-15,C,C,C,2018-03-15,C,2022-11-01,E4
Certain Religious Workers,C,C,2020-09-15,C,C,C,2018-03-15,C,2022-11-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2019-11-08,C,C,2015-03-22,C,C,C,2022-11-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2022-11-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2022-11-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2022-11-01,E5
1st,C,C,C,C,C,C,C,C,2022-12-01,E1
2nd,2022-11-01,2011-10-08,2022-11-01,2022-11-01,2019-06-08,2022-11-01,2022-11-01,2022-11-01,2022-12-01,E2
3rd,C,2012-06-15,C,C,2018-08-01,C,C,C,2022-12-01,E3
Other Workers,2020-06-01,2012-06-15,2020-06-01,2020-06-01,2013-06-22,2020-06-01,2020-06-01,2020-06-01,2022-12-01,E3_U
4th,2022-06-22,2022-06-22,2020-09-15,2022-06-22,2022-06-22,2022-06-22,2018-03-15,2022-06-22,2022-12-01,E4
Certain Religious Workers,2022-06-22,2022-06-22,2020-09-15,2022-06-22,2022-06-22,2022-06-22,2018-03-15,2022-06-22,2022-12-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2019-11-08,C,C,2015-03-22,C,C,C,2022-12-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2022-12-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2022-12-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2022-12-01,E5
1st,C,2022-02-01,C,C,2022-02-01,C,C,C,2023-01-01,E1
2nd,2022-11-01,2011-10-08,2022-11-01,2022-11-01,2019-06-08,2022-11-01,2022-11-01,2022-11-01,2023-01-01,E2
3rd,C,2012-06-15,C,C,2018-08-01,C,C,C,2023-01-01,E3
Other Workers,2020-06-01,2012-06-15,2020-06-01,2020-06-01,2013-12-22,2020-06-01,2020-06-01,2020-06-01,2023-01-01,E3_U
4th,2022-06-22,2022-06-22,2020-09-15,2022-06-22,2022-06-22,2022-06-22,2018-03-15,2022-06-22,2023-01-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2023-01-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2019-11-08,C,C,2015-03-22,C,C,C,2023-01-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-01-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-01-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-01-01,E5
1st,C,2022-02-01,C,C,2022-02-01,C,C,C,2023-02-01,E1
2nd,2022-11-01,2011-10-08,2022-11-01,2022-11-01,2019-06-08,2022-11-01,2022-11-01,2022-11-01,2023-02-01,E2
3rd,C,2012-06-15,C,C,2018-08-01,C,C,C,2023-02-01,E3
Other Workers,2020-01-01,2012-06-15,2020-01-01,2020-01-01,2013-12-22,2020-01-01,2020-01-01,2020-01-01,2023-02-01,E3_U
4th,2022-06-22,2022-06-22,2020-09-15,2022-06-22,2022-06-22,2022-06-22,2018-03-15,2022-06-22,2023-02-01,E4
Certain Religious Workers,2022-06-22,2022-06-22,2020-09-15,2022-06-22,2022-06-22,2022-06-22,2018-03-15,2022-06-22,2023-02-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2019-11-08,C,C,2015-03-22,C,C,C,2023-02-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-02-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-02-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-02-01,E5
1st,C,2022-02-01,C,C,2022-02-01,C,C,C,2023-03-01,E1
2nd,2022-11-01,2011-10-08,2022-11-01,2022-11-01,2019-06-08,2022-11-01,2022-11-01,2022-11-01,2023-03-01,E2
3rd,C,2012-06-15,C,C,2018-08-01,C,C,C,2023-03-01,E3
Other Workers,2020-01-01,2012-06-15,2020-01-01,2020-01-01,2014-07-01,2020-01-01,2020-01-01,2020-01-01,2023-03-01,E3_U
4th,2022-02-01,2021-03-01,2020-08-01,2022-02-01,2022-02-01,2022-02-01,2018-03-15,2022-02-01,2023-03-01,E4
Certain Religious Workers,2022-02-01,2021-03-01,2020-08-01,2022-02-01,2022-02-01,2022-02-01,2018-03-15,2022-02-01,2023-03-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2018-06-01,C,C,2015-07-08,C,C,C,2023-03-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-03-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-03-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-03-01,E5
1st,C,2022-02-01,C,C,2022-02-01,C,C,C,2023-04-01,E1
2nd,2022-07-01,2011-01-01,2022-07-01,2022-07-01,2019-06-08,2022-07-01,2022-07-01,2022-07-01,2023-04-01,E2
3rd,C,2012-06-15,C,C,2018-11-01,C,C,C,2023-04-01,E3
Other Workers,2020-01-01,2012-06-15,2020-01-01,2020-01-01,2014-10-01,2020-01-01,2020-01-01,2020-01-01,2023-04-01,E3_U
4th,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-04-01,E4
Certain Religious Workers,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-04-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2018-06-01,C,C,2015-07-08,C,C,C,2023-04-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-04-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-04-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-04-01,E5
1st,C,2022-02-01,C,C,2022-02-01,C,C,C,2023-05-01,E1
2nd,2022-02-15,2011-01-01,2022-02-15,2022-02-15,2019-06-08,2022-02-15,2022-02-15,2022-02-15,2023-05-01,E2
3rd,2022-06-01,2012-06-15,2022-06-01,2022-06-01,2019-04-01,2022-06-01,2022-06-01,2022-06-01,2023-05-01,E3
Other Workers,2020-01-01,2012-06-15,2020-01-01,2020-01-01,2015-04-15,2020-01-01,2020-01-01,2020-01-01,2023-05-01,E3_U
4th,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-05-01,E4
Certain Religious Workers,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-05-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2018-06-01,C,C,2015-09-08,C,C,C,2023-05-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-05-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-05-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-05-01,E5
1st,C,2022-02-01,C,C,2022-02-01,C,C,C,2023-06-01,E1
2nd,2022-02-15,2011-01-01,2022-02-15,2022-02-15,2019-06-08,2022-02-15,2022-02-15,2022-02-15,2023-06-01,E2
3rd,2022-06-01,2012-06-15,2022-06-01,2022-06-01,2019-04-01,2022-06-01,2022-06-01,2022-06-01,2023-06-01,E3
Other Workers,2020-01-01,2012-06-15,2020-01-01,2020-01-01,2015-09-01,2020-01-01,2020-01-01,2020-01-01,2023-06-01,E3_U
4th,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-06-01,E4
Certain Religious Workers,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-06-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2017-04-01,C,C,2015-09-08,C,C,C,2023-06-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-06-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-06-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-06-01,E5
1st,C,2022-02-01,C,C,2022-02-01,C,C,C,2023-07-01,E1
2nd,2022-02-15,2011-01-01,2022-02-15,2022-02-15,2019-06-08,2022-02-15,2022-02-15,2022-02-15,2023-07-01,E2
3rd,2022-02-01,2009-01-01,2022-02-01,2022-02-01,2019-04-01,2022-02-01,2022-02-01,2022-02-01,2023-07-01,E3
Other Workers,2020-01-01,2009-01-01,2020-01-01,2020-01-01,2015-09-01,2020-01-01,2020-01-01,2020-01-01,2023-07-01,E3_U
4th,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-07-01,E4
Certain Religious Workers,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-07-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2017-04-01,C,C,2015-09-08,C,C,C,2023-07-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-07-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-07-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-07-01,E5
1st,2023-08-01,2012-01-01,2023-08-01,2023-08-01,2022-02-01,2023-08-01,2023-08-01,2023-08-01,2023-08-01,E1
2nd,2022-04-01,2011-01-01,2022-04-01,2022-04-01,2019-07-08,2022-04-01,2022-04-01,2022-04-01,2023-08-01,E2
3rd,2020-05-01,2009-01-01,2020-05-01,2020-05-01,2019-06-01,2020-05-01,2020-05-01,2020-05-01,2023-08-01,E3
Other Workers,2020-05-01,2009-01-01,2020-05-01,2020-05-01,2015-09-01,2020-05-01,2020-05-01,2020-05-01,2023-08-01,E3_U
4th,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-08-01,E4
Certain Religious Workers,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-08-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2017-04-01,C,C,2015-09-08,C,C,C,2023-08-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-08-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-08-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-08-01,E5
1st,2023-08-01,2012-01-01,2023-08-01,2023-08-01,2022-02-01,2023-08-01,2023-08-01,2023-08-01,2023-09-01,E1
2nd,2022-07-01,2011-01-01,2022-07-01,2022-07-01,2019-07-08,2022-07-01,2022-07-01,2022-07-01,2023-09-01,E2
3rd,2020-05-01,2009-01-01,2020-05-01,2020-05-01,2019-09-01,2020-05-01,2020-05-01,2020-05-01,2023-09-01,E3
Other Workers,2020-05-01,2009-01-01,2020-05-01,2020-05-01,2015-09-01,2020-05-01,2020-05-01,2020-05-01,2023-09-01,E3_U
4th,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-09-01,E4
Certain Religious Workers,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2018-09-01,2023-09-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2017-04-01,C,C,2015-09-08,C,C,C,2023-09-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-09-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-09-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-09-01,E5
1st,C,2017-01-01,C,C,2022-02-15,C,C,C,2023-10-01,E1
2nd,2022-07-08,2012-01-01,2022-07-08,2022-07-08,2019-10-01,2022-07-08,2022-07-08,2022-07-08,2023-10-01,E2
3rd,2021-12-01,2012-05-01,2021-12-01,2021-12-01,2020-01-01,2021-12-01,2021-12-01,2021-12-01,2023-10-01,E3
Other Workers,2020-08-01,2012-05-01,2020-08-01,2020-05-01,2016-01-01,2020-08-01,2020-08-01,2020-08-01,2023-10-01,E3_U
4th,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2023-10-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2023-10-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2018-12-15,C,C,2015-10-01,C,C,C,2023-10-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-10-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-10-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-10-01,E5
1st,C,2017-01-01,C,C,2022-02-15,C,C,C,2023-11-01,E1
2nd,2022-07-15,2012-01-01,2022-07-15,2022-07-15,2019-10-01,2022-07-15,2022-07-15,2022-07-15,2023-11-01,E2
3rd,2021-12-01,2012-05-01,2021-12-01,2021-12-01,2020-01-01,2021-12-01,2021-12-01,2021-12-01,2023-11-01,E3
Other Workers,2020-08-01,2012-05-01,2020-08-01,2020-05-01,2016-01-01,2020-08-01,2020-08-01,2020-08-01,2023-11-01,E3_U
4th,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2023-11-01,E4
Certain Religious Workers,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2023-11-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2018-12-15,C,C,2015-10-01,C,C,C,2023-11-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-11-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-11-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-11-01,E5
1st,C,2017-01-01,C,C,2022-02-15,C,C,C,2023-12-01,E1
2nd,2022-07-15,2012-01-01,2022-07-15,2022-07-15,2019-10-22,2022-07-15,2022-07-15,2022-07-15,2023-12-01,E2
3rd,2021-12-01,2012-05-01,2021-12-01,2021-12-01,2020-01-22,2021-12-01,2021-12-01,2021-12-01,2023-12-01,E3
Other Workers,2020-08-01,2012-05-01,2020-08-01,2020-05-01,2016-01-01,2020-08-01,2020-08-01,2020-08-01,2023-12-01,E3_U
4th,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2023-12-01,E4
Certain Religious Workers,U,U,U,U,U,U,U,U,2023-12-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2018-12-15,C,C,2015-10-01,C,C,C,2023-12-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2023-12-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2023-12-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2023-12-01,E5
1st,C,2020-09-01,C,C,2022-07-01,C,C,C,2024-01-01,E1
2nd,2022-11-01,2012-03-01,2022-11-01,2022-11-01,2020-01-01,2022-11-01,2022-11-01,2022-11-01,2024-01-01,E2
3rd,2022-08-01,2012-06-01,2022-08-01,2022-08-01,2020-09-01,2022-08-01,2022-08-01,2022-08-01,2024-01-01,E3
Other Workers,2020-09-01,2012-06-01,2020-09-01,2020-05-01,2017-01-01,2020-09-01,2020-09-01,2020-09-01,2024-01-01,E3_U
4th,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2024-01-01,E4
Certain Religious Workers,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2024-01-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-08,C,C,C,2024-01-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-01-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-01-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-01-01,E5
1st,C,2020-09-01,C,C,2022-07-01,C,C,C,2024-02-01,E1
2nd,2022-11-15,2012-03-01,2022-11-15,2022-11-15,2020-01-01,2022-11-15,2022-11-15,2022-11-15,2024-02-01,E2
3rd,2022-09-01,2012-07-01,2022-09-01,2022-09-01,2020-09-01,2022-09-01,2022-09-01,2022-09-01,2024-02-01,E3
Other Workers,2020-09-01,2012-07-01,2020-09-01,2020-05-01,2017-01-01,2020-09-01,2020-09-01,2020-09-01,2024-02-01,E3_U
4th,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2024-02-01,E4
Certain Religious Workers,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2019-05-15,2024-02-01,E4_R
"5th Unreserved (including C5, T5, I5, R5)",C,2020-12-01,C,C,2015-12-15,C,C,C,2024-02-01,E5
5th Set Aside: Rural (20%),C,C,C,C,C,C,C,C,2024-02-01,E5
5th Set Aside: High Unemployment (10%),C,C,C,C,C,C,C,C,2024-02-01,E5
5th Set Aside: Infrastructure (2%),C,C,C,C,C,C,C,C,2024-02-01,E5
1st,C,2020-10-01,C,C,2022-07-15,C,C,C,2024-03-01,E1
